,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1294,41,No,Travel_Rarely,447,Research & Development,5,3,Life Sciences,,1814,2,Male,85,4,,Healthcare Representative,,Single,6870,15530,3,Y,No,12,3,1,80,0,11,3,,3,2,1,2
1295,41,No,Travel_Rarely,796,Sales,4,1,Marketing,1,1815,3,Female,,3,3,Sales Executive,,,10447,26458,0,Y,,13,3,4,80,1,23,3,4,,,,5
1296,30,No,Travel_Rarely,1092,,10,,Medical,1,1816,,,64,3,3,,,Single,9667,2739,9,Y,No,14,3,,80,0,9,,3,7,7,0,
1297,26,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,1,1818,4,,69,3,1,Human Resources,2,Married,2148,6889,0,Y,,11,,3,,0,6,3,3,,,1,4
1298,,Yes,Travel_Rarely,261,Research & Development,21,2,Medical,1,,4,Female,66,3,2,Healthcare Representative,2,Married,8926,,4,Y,No,22,4,4,,1,,2,4,,7,3,7
1299,40,No,,,Research & Development,1,3,Life Sciences,1,1822,3,,,3,2,Healthcare Representative,4,Divorced,,9060,4,Y,No,17,,4,,,12,3,3,5,3,,3
1300,34,No,Travel_Rarely,810,Sales,8,2,Technical Degree,1,,2,Male,92,4,2,Sales Executive,,Married,6799,22128,,Y,,21,4,3,80,2,10,5,,10,8,4,8
1301,58,No,Non-Travel,350,Sales,2,3,Medical,1,1824,2,Male,52,3,4,Manager,,Divorced,16291,22577,4,Y,No,22,4,4,80,1,37,0,2,16,9,14,14
1302,35,No,,185,Research & Development,23,4,Medical,1,1826,2,Male,,1,1,Laboratory Technician,3,,2705,9696,0,Y,No,,3,2,80,1,6,,4,5,,,3
1303,47,No,,1001,Research & Development,4,,Life Sciences,1,1827,3,Female,92,2,3,Manufacturing Director,2,,,19271,8,Y,Yes,12,3,3,80,1,28,4,3,22,,14,10
1304,40,No,Travel_Rarely,750,Research & Development,12,3,,1,1829,2,Female,47,,,,1,,4448,,2,Y,No,12,3,2,80,,15,,3,7,,7,7
1305,54,No,Travel_Rarely,431,Research & Development,7,4,Medical,1,,,Female,68,,2,Research Scientist,,Married,6854,15696,,,No,15,3,2,80,1,14,2,2,7,,1,7
1306,31,No,Travel_Frequently,1125,Sales,7,4,,1,1833,1,Female,68,,3,,1,Married,,8277,2,Y,,14,3,4,80,2,9,3,3,3,2,2,
1307,28,No,Travel_Rarely,1217,Research & Development,1,,Medical,,1834,,Female,67,3,1,Research Scientist,,Married,3591,12719,1,Y,No,25,4,,80,1,3,3,3,3,2,,2
1308,38,No,Travel_Rarely,723,Sales,,4,Marketing,1,,2,,77,1,2,Sales Representative,4,Married,,4244,2,Y,Yes,20,4,1,80,2,20,4,2,4,2,0,3
1309,26,No,Travel_Rarely,572,Sales,10,3,Medical,1,1836,3,Male,46,3,,,4,Single,4684,9125,1,,No,13,,1,80,,,,3,5,3,1,2
1310,58,No,,1216,Research & Development,15,4,Life Sciences,1,1837,1,Male,,3,4,,3,Married,15787,21624,2,Y,Yes,14,3,2,80,0,23,3,3,2,2,2,
1311,18,No,Non-Travel,1431,Research & Development,14,,Medical,1,,2,Female,,3,,Research Scientist,3,Single,1514,8018,1,Y,,16,,3,80,0,0,4,1,,0,0,0
1312,31,Yes,Travel_Rarely,,Human Resources,18,5,Human Resources,1,1842,4,,89,4,1,Human Resources,1,Married,2956,21495,0,Y,No,17,3,,80,,,4,3,,,,
1313,29,Yes,Travel_Rarely,350,,,3,Human Resources,,,1,Male,,,1,Human Resources,,Divorced,2335,3157,4,Y,Yes,15,3,4,80,3,4,,,2,,,0
1314,,No,Non-Travel,589,,2,4,,1,1845,3,Female,67,3,2,Sales Executive,3,Married,5154,,4,Y,No,22,4,2,80,,10,,4,,7,5,7
1315,36,No,,430,Research & Development,2,4,Other,,1847,4,Female,73,,,Research Scientist,2,Married,6962,,,Y,Yes,22,4,4,80,1,15,2,,1,0,0,0
1316,,No,,,,2,4,,1,1849,1,,92,3,2,Sales Executive,4,,5675,19246,1,Y,No,20,4,3,80,1,7,,3,7,7,,7
1317,,No,Travel_Frequently,,Research & Development,5,2,Life Sciences,1,1850,4,,,3,1,Laboratory Technician,4,Single,,19826,0,Y,Yes,14,3,,80,0,6,3,2,5,4,0,
1318,,No,,574,Research & Development,20,1,,1,,,Male,,3,1,Laboratory Technician,4,Married,,7003,1,Y,No,,3,2,80,0,,3,4,,8,3,10
1319,32,No,,1318,Sales,10,,Marketing,1,1853,4,Male,79,3,2,Sales Executive,4,Single,4648,,8,Y,No,,3,,80,0,,2,4,0,,0,0
1320,,No,Non-Travel,355,Research & Development,10,,,1,1854,,Male,38,3,1,Research Scientist,3,,,,3,,No,22,,,80,2,10,1,2,6,3,,3
1321,47,No,Travel_Rarely,,Research & Development,9,,Life Sciences,1,,,Female,64,3,1,Laboratory Technician,3,,2105,,4,Y,No,12,3,3,80,0,7,2,3,2,2,2,0
1322,46,No,Travel_Rarely,706,,2,2,Life Sciences,1,1857,4,Male,,3,3,Manufacturing Director,4,Divorced,8578,19989,3,Y,No,14,3,3,80,1,12,,2,,,4,7
1323,28,No,Non-Travel,280,Human Resources,1,2,Life Sciences,,1858,3,Male,43,3,1,Human Resources,4,,,10494,,Y,No,,3,2,80,1,3,2,3,3,2,,2
1324,29,No,Travel_Rarely,,Research & Development,29,1,Life Sciences,1,1859,4,Male,93,1,2,,3,Divorced,6384,,8,Y,No,17,3,4,,2,11,3,,7,0,1,
1325,42,No,Travel_Rarely,,,8,3,Life Sciences,1,,4,Male,81,,,Laboratory Technician,3,,3968,13624,4,Y,No,,3,4,80,0,8,,,0,,0,0
1326,32,Yes,Travel_Rarely,414,Sales,2,4,Marketing,1,1862,3,Male,,2,,,2,,,26186,7,,Yes,12,,3,80,0,,3,2,2,,2,2
1327,46,No,Travel_Rarely,1319,,3,3,Technical Degree,1,1863,1,Female,45,4,4,Sales Executive,1,Divorced,13225,7739,2,Y,No,12,3,4,80,1,,5,3,19,,2,8
1328,,No,,728,Sales,,,Medical,1,1864,2,Female,36,2,,Sales Representative,,Married,3540,,1,,No,,,4,80,1,9,5,3,9,8,5,8
1329,29,No,Travel_Rarely,352,Human Resources,,1,Medical,1,1865,4,Male,87,2,,Human Resources,2,Married,2804,15434,1,Y,No,,3,,,0,1,3,3,1,0,0,0
1330,,No,Travel_Rarely,823,Research & Development,6,3,Medical,1,1866,1,Female,81,,,,,Married,19392,22539,7,Y,No,13,3,4,80,0,21,2,3,16,12,6,14
1331,48,No,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,,1867,4,,91,2,5,Research Director,2,Married,19665,13583,4,Y,,12,3,4,80,0,,,3,22,10,12,9
1332,29,Yes,,,Research & Development,24,2,Life Sciences,1,1868,4,Male,73,2,1,Research Scientist,4,Single,2439,,,Y,Yes,24,4,2,80,,1,3,2,1,0,1,
1333,,Yes,,1254,,10,,Life Sciences,1,,,Female,64,3,3,,2,,7314,14011,5,,No,,4,,80,3,14,2,,8,7,,
1334,27,No,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,1,1870,4,Female,77,2,1,Research Scientist,1,Married,4774,23844,0,Y,No,19,3,4,80,1,,2,,7,6,7,
1335,,No,Travel_Rarely,835,Research & Development,19,,,,1871,4,Male,41,,2,Research Scientist,4,,3902,5141,8,,No,14,3,2,,3,7,2,,2,2,2,2
1336,55,No,Travel_Rarely,836,Research & Development,2,,Technical Degree,1,1873,2,,98,2,1,,4,Married,2662,7975,8,Y,,20,4,2,80,1,19,2,4,5,,,
1337,28,No,Travel_Rarely,1172,Sales,3,3,Medical,1,1875,,Female,,3,1,Sales Representative,2,Married,2856,3692,,Y,No,19,,4,80,1,1,,3,1,0,0,
1338,,Yes,Travel_Rarely,945,Sales,9,3,Medical,1,1876,,Male,89,3,1,Sales Representative,4,Single,1081,,,Y,No,13,3,,80,0,1,3,2,,0,,0
1339,,Yes,Travel_Rarely,391,Research & Development,7,,Life Sciences,,1878,4,,75,3,1,Research Scientist,,Single,2472,26092,1,Y,Yes,23,,1,80,,,2,3,,0,0,0
1340,36,No,Travel_Rarely,1266,,10,4,,1,1880,2,Female,63,2,,Sales Executive,3,Married,5673,6060,1,Y,Yes,13,3,1,80,1,10,4,,10,9,1,
1341,31,No,Travel_Rarely,311,,,3,Life Sciences,1,,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197,18624,1,,No,11,3,1,80,1,10,,3,10,8,0,2
1342,34,No,Travel_Rarely,1480,Sales,4,3,Life Sciences,1,1882,3,Male,64,3,3,Sales Executive,4,Married,9713,24444,2,Y,Yes,13,,4,80,3,,3,3,5,3,1,0
1343,29,No,Travel_Rarely,,Research & Development,7,,Life Sciences,1,1883,,,59,3,1,Laboratory Technician,1,Single,2062,19384,3,Y,,14,3,2,80,0,,2,3,3,2,1,
1344,,No,Travel_Rarely,783,Research & Development,,4,Medical,1,1885,4,Male,78,3,2,,1,Married,4284,13588,,Y,,,,,80,1,16,,3,,,0,
1345,35,No,Travel_Rarely,219,Research & Development,16,,Other,,1886,4,,44,2,2,Manufacturing Director,2,Married,,25388,0,Y,Yes,11,3,4,80,0,4,2,3,3,2,0,2
1346,45,No,Travel_Rarely,556,,25,2,Life Sciences,1,1888,,Female,93,2,2,Manufacturing Director,4,Married,5906,23888,0,Y,,13,,,80,2,,2,2,9,8,3,8
1347,36,No,Travel_Frequently,1213,Human Resources,,1,Human Resources,1,1890,2,Male,94,2,2,Human Resources,4,Single,3886,4223,,Y,No,21,4,,80,0,10,2,2,10,1,0,8
1348,40,No,Travel_Rarely,,Research & Development,1,4,Life Sciences,1,1892,,Male,98,3,,Manager,,Divorced,16823,18991,2,Y,No,11,3,1,80,,22,,3,,7,11,
1349,26,No,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1,1893,2,Female,90,2,,Research Scientist,,Married,,14908,1,Y,Yes,13,,3,80,1,1,,,1,0,1,
1350,27,No,Travel_Rarely,511,Sales,2,2,Medical,1,1898,1,Female,89,4,2,Sales Executive,3,Single,6500,26997,0,,No,14,,2,80,0,,5,2,8,,0,7
1351,,No,Travel_Frequently,117,Research & Development,22,3,Medical,1,1900,4,Female,58,3,4,Manager,4,,17174,2437,3,Y,,11,3,,80,1,24,,3,22,17,4,7
1352,44,No,Travel_Rarely,170,Research & Development,1,,,1,1903,,Male,78,4,,Healthcare Representative,1,Married,5033,,2,Y,No,15,3,,80,1,10,5,3,2,,2,2
1353,34,Yes,Non-Travel,967,Research & Development,16,4,Technical Degree,1,1905,4,Male,,1,1,Research Scientist,,,,14460,1,Y,Yes,23,4,2,80,1,5,2,3,5,2,,0
1354,56,Yes,Travel_Rarely,,Research & Development,24,2,Life Sciences,,1907,1,,97,3,1,Laboratory Technician,4,Single,2587,10261,1,Y,No,16,3,,80,0,,3,3,,2,,0
1355,36,No,Travel_Rarely,335,Sales,17,2,Marketing,1,,3,Male,,2,2,Sales Executive,2,,5507,16822,2,Y,No,16,3,3,,2,12,1,1,4,2,1,
1356,41,No,Travel_Rarely,337,Sales,8,3,Marketing,1,1909,,,54,3,2,Sales Executive,2,Married,4393,26841,5,Y,No,21,4,3,80,1,,,,5,4,1,4
1357,42,No,Travel_Rarely,1396,Research & Development,6,3,,,,3,,83,3,3,Research Director,,Married,13348,,9,Y,No,13,3,2,80,1,18,3,,13,7,5,7
1358,31,No,Travel_Rarely,1079,Sales,10,,Medical,1,1912,,,86,3,2,Sales Executive,4,,6583,20115,2,Y,Yes,11,3,4,80,,8,,3,,2,,4
1359,34,No,Travel_Rarely,,Sales,3,,,1,1915,4,Female,75,,2,Sales Executive,,Married,8103,16495,3,Y,,12,,3,80,0,9,3,2,4,,,
1360,31,No,Travel_Rarely,471,Research & Development,,3,Medical,1,1916,1,Female,62,,1,Laboratory Technician,3,,3978,16031,,,,12,3,2,80,1,4,0,2,,2,2,2
1361,26,No,Travel_Frequently,1096,Research & Development,6,3,Other,1,,3,,61,,1,Laboratory Technician,4,Married,2544,7102,0,Y,No,18,3,1,80,1,8,3,3,,7,7,7
1362,45,No,Travel_Frequently,1297,Research & Development,1,4,Medical,1,1922,2,Male,44,3,2,,3,Single,5399,14511,,Y,,12,3,3,80,,12,3,3,4,,0,3
1363,,No,,217,Sales,,4,Marketing,,1924,2,Male,43,3,2,Sales Executive,3,Single,5487,10410,,Y,,14,3,2,80,0,10,2,2,10,4,0,9
1364,28,No,Travel_Frequently,783,,,2,Life Sciences,,1927,3,Male,42,2,2,,4,Married,6834,19255,1,Y,Yes,12,3,3,80,1,7,2,3,7,7,0,7
1365,29,Yes,Travel_Frequently,746,Sales,24,3,,1,1928,3,Male,45,4,1,Sales Representative,1,Single,1091,10642,1,Y,No,17,3,,80,0,1,3,3,1,,0,0
1366,39,No,,1251,Sales,21,4,Life Sciences,1,1929,1,Female,32,1,2,,,Married,,3987,6,,No,19,3,,80,,10,1,3,3,2,1,2
1367,27,No,,1354,Research & Development,2,4,Technical Degree,,,2,Male,41,,1,,2,Married,2226,6073,,Y,No,11,3,3,80,1,6,3,2,5,3,1,
1368,,No,Travel_Frequently,735,Research & Development,22,,Other,1,,3,Male,86,,2,Research Scientist,4,,5747,26496,,Y,Yes,15,,2,80,0,16,3,,15,10,6,11
1369,,Yes,Travel_Rarely,1475,Sales,13,,Marketing,,1933,4,,84,3,2,Sales Executive,,Single,,23352,3,Y,Yes,11,3,4,,0,6,,,2,0,2,
1370,47,No,Non-Travel,1169,Research & Development,14,,Technical Degree,1,,,Male,64,,,Research Scientist,2,,5467,2125,8,Y,No,18,3,3,,1,16,,4,,7,1,7
1371,56,No,,1443,Sales,11,,Marketing,1,1935,,Female,,2,2,Sales Executive,1,,5380,20328,4,Y,No,16,3,3,80,1,6,3,3,0,0,0,0
1372,39,No,,867,Research & Development,9,2,Medical,1,1936,1,Male,87,3,2,Manufacturing Director,,Married,5151,12315,1,Y,,25,4,,80,1,10,,3,10,0,7,9
1373,38,No,Travel_Frequently,1394,Research & Development,8,3,Medical,1,1937,4,Female,58,2,,Research Scientist,2,Divorced,,18115,,,Yes,16,3,3,,,,3,3,,,0,7
1374,58,No,Travel_Rarely,605,Sales,21,,Life Sciences,1,1938,4,Female,72,3,4,Manager,,Married,,11761,4,Y,,13,3,,80,1,29,2,2,1,0,0,
1375,32,Yes,Travel_Frequently,238,Research & Development,5,2,,1,1939,,Female,47,,1,,3,Single,2432,15318,3,Y,Yes,14,,1,,,8,2,3,4,1,0,3
1376,38,No,Travel_Rarely,1206,Research & Development,9,2,,1,1940,,Male,,3,1,Research Scientist,4,,4771,14293,2,Y,No,,3,4,80,,,0,4,5,2,0,3
1377,49,No,Travel_Frequently,,Research & Development,,1,Life Sciences,1,,2,,42,3,,Research Director,4,Married,19161,13738,3,Y,,15,,4,,0,28,3,3,5,,4,3
1378,42,No,Travel_Rarely,419,Sales,,4,Marketing,1,1943,2,Male,,3,2,Sales Executive,4,,5087,2900,3,Y,Yes,12,3,3,80,2,14,4,3,0,,0,0
1379,27,Yes,Travel_Frequently,,Human Resources,22,3,Human Resources,1,1944,1,Female,58,,1,Human Resources,2,Married,2863,19555,1,Y,,12,3,1,,0,1,2,3,1,0,0,0
1380,35,No,Travel_Rarely,682,,18,4,Medical,1,1945,,Male,71,3,,Sales Executive,1,Married,5561,15975,,Y,,16,3,4,80,1,6,2,1,5,3,0,
1381,28,No,Non-Travel,,,16,,Medical,,1947,3,,49,3,1,Research Scientist,3,Single,2144,2122,,Y,,,3,3,80,0,5,,2,5,3,1,4
1382,31,No,Non-Travel,976,Research & Development,3,,Medical,1,1948,,Male,48,3,1,,1,,3065,3995,1,Y,Yes,13,,4,80,,4,3,4,4,2,2,3
1383,36,No,Non-Travel,1351,Research & Development,9,4,,1,,1,Male,66,4,1,Laboratory Technician,2,Married,2810,9238,1,Y,No,22,4,,80,0,5,3,3,,4,0,2
1384,34,No,Travel_Rarely,,Sales,,,Marketing,1,1950,1,Male,32,3,,Sales Executive,4,Single,9888,,1,Y,No,21,4,1,80,,14,3,2,,,2,1
1385,34,No,,1239,,,4,Medical,1,,4,Male,39,3,3,Sales Executive,3,Divorced,,22914,1,Y,No,18,3,,80,,,2,2,,,1,1
1386,26,No,Travel_Rarely,157,Research & Development,1,,Medical,1,1952,3,Male,,3,1,Laboratory Technician,1,Single,2867,,0,Y,No,13,3,4,80,0,8,6,2,7,7,7,6
1387,29,No,Travel_Rarely,,Research & Development,1,3,Life Sciences,1,1954,1,,89,,2,Healthcare Representative,1,Married,,6225,0,Y,,12,3,1,80,1,6,5,2,5,,0,2
1388,32,No,,1146,Research & Development,15,4,Medical,1,1955,,Female,34,3,2,Healthcare Representative,4,Divorced,6667,16542,5,Y,,18,3,2,,1,9,,3,5,1,1,2
1389,,No,,1125,Research & Development,1,,Life Sciences,1,1956,4,Male,48,1,2,Research Scientist,1,Married,,5771,,Y,,21,4,2,80,0,10,6,3,10,8,8,7
1390,28,Yes,Travel_Rarely,1404,Research & Development,,3,Technical Degree,1,1960,,Male,32,,1,Laboratory Technician,4,Divorced,2367,18779,5,,No,12,,,80,1,6,2,2,4,,0,3
1391,38,No,Travel_Rarely,,Sales,1,3,Life Sciences,1,1961,1,,59,2,1,Sales Representative,1,Single,2858,11473,4,Y,No,14,3,,,0,,,2,1,0,0,0
1392,35,No,Travel_Rarely,1224,Sales,7,4,Life Sciences,1,1962,,Female,55,3,2,,4,Married,5204,13586,1,Y,Yes,11,3,4,80,0,10,2,3,10,8,0,9
1393,27,No,Travel_Rarely,954,Sales,,3,Marketing,,1965,4,Male,44,3,,Sales Executive,4,Single,4105,5099,1,,,14,3,1,,0,7,5,,7,7,0,7
1394,,No,Travel_Rarely,1373,Research & Development,5,,Life Sciences,,1966,4,Male,56,2,2,Manufacturing Director,4,Single,,10138,,Y,No,24,4,2,,0,8,1,3,1,0,0,0
1395,,Yes,Travel_Frequently,754,Sales,26,,Marketing,1,1967,1,Male,63,,,,4,Married,5617,,1,,,11,3,3,,0,10,4,3,10,,0,8
1396,53,Yes,Travel_Rarely,1168,Sales,24,,Life Sciences,,1968,1,Male,,3,3,Sales Executive,1,Single,10448,,6,,Yes,13,,2,80,0,15,,,2,2,,2
1397,54,No,Travel_Rarely,155,,9,2,Life Sciences,1,1969,1,Female,67,,2,,,Married,2897,22474,3,Y,,11,3,3,80,2,9,,2,4,3,2,3
1398,33,No,,1303,Research & Development,7,,Life Sciences,1,1970,,Male,36,3,,Healthcare Representative,,Divorced,5968,18079,1,Y,No,20,4,,80,,9,,3,9,7,2,8
1399,43,No,Travel_Rarely,,,11,3,Life Sciences,1,1971,1,Male,30,3,,,3,Married,7510,16873,1,Y,No,17,3,2,80,,10,1,3,,9,0,9
1400,,No,,1444,Human Resources,1,4,Other,1,1972,4,Male,88,3,1,Human Resources,,Married,2991,5224,0,Y,Yes,11,3,2,,1,7,2,3,6,,1,2
1401,55,No,Travel_Rarely,189,Human Resources,26,4,Human Resources,1,1973,,Male,71,4,,Manager,2,Married,19636,25811,4,Y,Yes,18,3,,80,1,35,0,3,,9,1,4
1402,31,No,,1276,,,1,Medical,1,1974,4,Female,59,1,1,,4,Divorced,,17536,1,,Yes,,3,,80,3,,4,,1,0,0,
1403,39,No,Travel_Rarely,119,Sales,15,4,Marketing,1,1975,2,,,3,4,Sales Executive,1,Single,,25098,0,Y,No,12,3,1,80,,21,,3,20,8,11,10
1404,42,No,Non-Travel,335,Research & Development,,,Life Sciences,,,4,Male,37,2,2,,3,Single,4332,14811,1,,No,12,3,4,,0,,2,3,20,9,3,7
1405,31,No,Non-Travel,,Research & Development,10,3,Medical,,1979,3,Female,40,3,3,Research Director,3,Married,11031,26862,4,Y,No,20,4,3,80,,13,,,11,7,4,8
1406,,No,Travel_Rarely,157,,10,,Medical,1,1980,3,,,3,,Manufacturing Director,1,Single,4440,25198,,Y,Yes,,3,4,,,9,3,3,5,2,,4
1407,24,No,Travel_Rarely,771,Research & Development,1,2,Life Sciences,,1981,2,Male,45,2,2,,,Single,4617,,1,,No,12,3,2,80,0,4,2,,,,1,2
1408,,No,,571,Research & Development,12,2,Other,1,1982,4,,78,,1,,4,Single,,13672,1,Y,No,,3,3,80,0,5,,4,5,2,,4
1409,40,No,,,Research & Development,11,,Technical Degree,1,1985,4,Female,73,3,2,,3,Married,6323,,1,,,,,1,80,1,10,2,4,10,,9,4
1410,40,No,Travel_Rarely,444,Sales,2,2,Marketing,1,1986,2,Female,92,3,2,Sales Executive,2,Married,5677,,,Y,No,14,3,3,80,,15,,,11,8,5,10
1411,,No,Travel_Rarely,309,Human Resources,2,,Human Resources,,1987,3,,82,3,1,Human Resources,,Married,2187,,4,Y,,14,,3,80,0,6,3,3,2,0,1,2
1412,30,No,Travel_Rarely,,Research & Development,1,2,Medical,1,,,Male,76,3,1,,2,Married,3748,4077,,,No,13,3,,80,0,12,6,2,12,8,1,7
1413,25,No,Travel_Rarely,977,Research & Development,2,,,1,,,,57,3,,Laboratory Technician,,Divorced,3977,7298,6,Y,Yes,19,,3,80,1,7,,2,2,,,2
1414,47,No,Travel_Rarely,1180,,,,,1,1993,1,Male,84,3,,Healthcare Representative,3,Single,8633,13084,2,Y,,23,4,2,80,0,25,,3,17,14,12,11
1415,33,No,,1313,Research & Development,1,2,Medical,1,1994,2,,,2,1,,,,,20439,1,Y,No,,3,3,80,3,1,2,2,1,,0,0
1416,,No,Travel_Rarely,1321,,1,,,1,1995,4,Male,86,3,2,Sales Executive,2,Married,,7636,0,Y,No,15,3,1,80,2,,,3,15,13,,
1417,,No,,1154,Sales,,,,,1996,1,Male,54,3,1,Sales Representative,3,Married,,6393,,Y,No,19,3,3,80,1,3,,3,2,2,1,2
1418,38,No,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,1997,1,Male,,2,2,,,,5321,,2,Y,No,,3,4,80,1,10,1,,,3,7,7
1419,42,No,Travel_Rarely,,,,4,Life Sciences,1,,4,Male,35,3,2,Research Scientist,,Divorced,5410,,6,Y,,,,3,80,,9,,2,,3,1,2
1420,41,No,,,Research & Development,1,,Life Sciences,1,,4,Male,76,,1,,,,2782,,,Y,No,22,4,1,80,1,12,3,3,5,,1,0
1421,47,No,Non-Travel,1162,Research & Development,1,1,Medical,1,2000,3,Female,,3,3,Research Director,2,Married,11957,17231,0,Y,No,,,,80,2,,3,1,,8,5,12
1422,35,No,Travel_Rarely,1490,Research & Development,11,4,Medical,1,,,,,,1,,3,,,20232,7,Y,,11,3,3,80,1,5,3,3,2,2,,2
1423,22,No,Travel_Rarely,581,Research & Development,,2,Life Sciences,,2007,4,Male,63,,1,Research Scientist,3,Single,3375,17624,,Y,No,12,3,4,80,0,4,2,4,,2,1,2
1424,35,No,,1395,Research & Development,9,4,,,2008,2,,,3,2,,3,,5098,18698,1,Y,No,19,3,2,80,0,,5,3,10,7,,8
1425,33,No,Travel_Rarely,501,Research & Development,15,2,,1,2009,2,,95,,2,Healthcare Representative,4,,4878,,,,Yes,13,,1,80,1,,6,3,9,7,8,1
1426,32,No,Travel_Rarely,267,Research & Development,,4,Life Sciences,,2010,,Female,49,2,1,Laboratory Technician,,Single,2837,,1,,No,13,3,3,80,0,6,3,3,6,2,4,1
1427,40,No,Travel_Rarely,543,Research & Development,1,4,Life Sciences,1,2012,1,,83,3,1,,4,Married,2406,,8,Y,,,3,3,80,,8,,2,1,,0,0
1428,32,No,Travel_Rarely,234,Sales,,4,Medical,,2013,2,Male,68,,1,Sales Representative,,Married,2269,18024,0,Y,No,14,3,2,80,1,3,2,3,2,2,2,
1429,39,No,Travel_Rarely,116,Research & Development,24,,,1,2014,,,52,,2,Research Scientist,4,Single,,5340,7,Y,No,13,3,1,80,0,18,2,3,7,7,1,7
1430,38,No,Travel_Rarely,201,Research & Development,10,3,Medical,1,2015,2,Female,,1,,Research Director,3,Married,13206,3376,3,Y,No,12,3,1,,1,20,3,3,18,16,1,
1431,32,No,Travel_Rarely,801,,,4,Marketing,1,2016,3,Female,48,3,3,Sales Executive,4,Married,10422,24032,,Y,No,19,3,,80,2,14,3,3,14,10,5,7
1432,37,No,Travel_Rarely,,,,,,1,2017,3,Female,42,4,3,,4,Married,13744,,1,Y,Yes,,4,1,80,,16,2,,16,11,6,8
1433,25,No,Travel_Rarely,1382,Sales,8,2,Other,1,2018,1,,85,3,,Sales Executive,3,,4907,13684,,,Yes,,4,2,80,1,6,,2,5,,0,4
1434,52,No,Non-Travel,,Sales,29,4,Life Sciences,,2019,1,,,,1,Sales Representative,4,,3482,19788,2,Y,No,15,3,,80,,16,3,2,9,8,0,0
1435,,No,Travel_Rarely,1037,,1,,Medical,,2020,2,Male,,3,,Research Scientist,4,Single,2436,13422,6,Y,Yes,12,,,,,6,2,,4,3,1,2
1436,21,No,Travel_Rarely,501,Sales,,1,Medical,,2021,3,,58,,1,Sales Representative,1,Single,2380,25479,,Y,Yes,11,3,4,80,0,2,,,2,2,1,2
1437,,No,Non-Travel,105,Research & Development,9,3,Life Sciences,1,,4,Male,87,,5,Manager,4,Single,19431,15302,2,Y,,13,,3,80,0,,3,2,6,0,1,3
1438,23,Yes,Travel_Frequently,638,,,3,Marketing,1,,4,Male,33,3,1,Sales Representative,,Married,1790,,1,Y,No,19,3,1,80,,,,2,1,0,1,0
1439,36,No,Travel_Rarely,557,Sales,3,3,Medical,1,2024,,Female,94,2,3,Sales Executive,4,Married,7644,12695,0,Y,No,19,3,3,80,2,10,2,3,9,7,3,4
1440,36,No,Travel_Frequently,,Research & Development,4,,Life Sciences,1,2025,4,Female,97,3,2,Manufacturing Director,2,,5131,,,Y,No,,3,2,80,3,18,3,3,4,2,0,2
1441,56,No,Non-Travel,,Research & Development,1,4,,1,2026,3,Male,57,,2,Healthcare Representative,3,Divorced,6306,26236,1,Y,No,21,4,1,,1,13,2,2,13,12,1,9
1442,,Yes,Travel_Rarely,1092,Research & Development,1,,Medical,1,2027,,Male,36,3,1,Research Scientist,4,,,26124,9,,Yes,14,,2,,,4,3,4,2,,2,2
1443,42,No,Travel_Rarely,300,,2,3,Life Sciences,1,,,Male,56,3,5,Manager,3,Married,,17312,5,,No,11,,1,80,0,24,2,2,22,6,,
1444,56,Yes,Travel_Rarely,310,Research & Development,,2,Technical Degree,1,2032,,Male,72,3,1,,3,Married,2339,3666,8,Y,No,11,3,4,80,1,14,4,1,10,9,9,8
1445,41,No,,582,,28,4,Life Sciences,,2034,1,Female,60,2,4,Manufacturing Director,2,Married,13570,5640,0,Y,No,23,4,3,80,1,21,3,3,20,7,0,10
1446,34,No,Travel_Rarely,704,Sales,28,3,Marketing,1,,4,,95,,2,,,,6712,8978,,,No,21,4,4,80,2,8,,3,8,7,1,7
1447,36,No,Non-Travel,301,,15,4,,1,,4,Male,88,1,2,Sales Executive,,Divorced,5406,10436,1,Y,No,24,4,1,80,,15,4,2,15,12,11,
1448,41,No,,930,Sales,3,3,Life Sciences,1,2037,3,Male,57,2,2,Sales Executive,2,Divorced,,12227,2,,No,11,3,3,80,1,14,5,3,5,4,0,4
1449,32,No,Travel_Rarely,529,Research & Development,2,3,Technical Degree,1,2038,4,Male,,,1,,1,Single,2439,,1,Y,No,14,,4,80,0,,4,3,4,2,1,2
1450,35,No,Travel_Rarely,1146,Human Resources,,,,1,2040,3,Female,31,3,3,Human Resources,4,Single,8837,16642,1,,,,,,80,0,9,2,3,9,0,1,7
